epoch,loss,accuracy,val_loss,val_accuracy
1,3.5870678424835205,0.0767500028014183,3.16458797454834,0.17749999463558197
2,3.0808663368225098,0.18337500095367432,2.5710296630859375,0.23000000417232513
3,2.765606164932251,0.2631250023841858,2.3773019313812256,0.2849999964237213
4,2.5625526905059814,0.32762500643730164,2.0655903816223145,0.39750000834465027
5,2.3982808589935303,0.37549999356269836,1.9589439630508423,0.45500001311302185
6,2.3078432083129883,0.40549999475479126,2.0109241008758545,0.3799999952316284
7,2.213812828063965,0.4399999976158142,1.8468557596206665,0.45500001311302185
8,2.11454701423645,0.47874999046325684,1.7488586902618408,0.4724999964237213
9,2.020552158355713,0.4970000088214874,1.6795947551727295,0.5074999928474426
10,1.9560238122940063,0.5251250267028809,1.5369997024536133,0.5575000047683716
11,1.874452829360962,0.5486249923706055,1.522318720817566,0.5425000190734863
12,1.8135030269622803,0.5745000243186951,1.5367618799209595,0.5400000214576721
13,1.7566207647323608,0.6001250147819519,1.439084529876709,0.5799999833106995
14,1.7514193058013916,0.6051250100135803,1.535620093345642,0.5724999904632568
15,1.6970577239990234,0.6209999918937683,1.4909615516662598,0.5699999928474426
16,1.6577880382537842,0.6328750252723694,1.4411565065383911,0.5649999976158142
17,1.5963315963745117,0.6662499904632568,1.3278319835662842,0.6100000143051147
18,1.525770664215088,0.6852499842643738,1.4220656156539917,0.5874999761581421
19,1.5098320245742798,0.6899999976158142,1.3828151226043701,0.5799999833106995
20,1.48959219455719,0.6974999904632568,1.2828048467636108,0.6299999952316284
21,1.4554283618927002,0.7039999961853027,1.2847931385040283,0.6075000166893005
22,1.460981845855713,0.7092499732971191,1.3196905851364136,0.612500011920929
23,1.4379504919052124,0.7127500176429749,1.2667111158370972,0.6075000166893005
24,1.4058479070663452,0.719124972820282,1.2919524908065796,0.6175000071525574
25,1.3956481218338013,0.7237499952316284,1.2817693948745728,0.625
26,1.4101457595825195,0.7288749814033508,1.2141708135604858,0.6474999785423279
27,1.3549295663833618,0.7394999861717224,1.2678120136260986,0.6225000023841858
28,1.3708268404006958,0.7425000071525574,1.2442121505737305,0.6225000023841858
29,1.358554720878601,0.7488750219345093,1.1700289249420166,0.6449999809265137
30,1.3057093620300293,0.7581250071525574,1.3373466730117798,0.5950000286102295
31,1.3198814392089844,0.7646250128746033,1.2023532390594482,0.6324999928474426
32,1.326551914215088,0.7565000057220459,1.1584205627441406,0.6474999785423279
33,1.2955440282821655,0.7574999928474426,1.1566087007522583,0.6474999785423279
34,1.274161696434021,0.7717499732971191,1.2442293167114258,0.6349999904632568
35,1.2309510707855225,0.7861250042915344,1.1851129531860352,0.6524999737739563
36,1.2792507410049438,0.7721250057220459,1.1031339168548584,0.6700000166893005
37,1.2567261457443237,0.781125009059906,1.1456530094146729,0.6449999809265137
38,1.2608915567398071,0.7745000123977661,1.2611613273620605,0.6349999904632568
39,1.2291659116744995,0.7853749990463257,1.1112666130065918,0.6575000286102295
40,1.2171921730041504,0.7940000295639038,1.1421161890029907,0.6700000166893005
41,1.1584030389785767,0.8149999976158142,1.1138156652450562,0.6875
42,1.1936196088790894,0.8059999942779541,1.1582735776901245,0.6424999833106995
43,1.1764737367630005,0.809374988079071,1.093166708946228,0.6775000095367432
44,1.1823993921279907,0.8111249804496765,1.0494989156723022,0.6924999952316284
45,1.1578444242477417,0.8177499771118164,1.0373814105987549,0.699999988079071
46,1.1365231275558472,0.8232499957084656,1.037408709526062,0.6875
47,1.1219213008880615,0.8273749947547913,1.0894109010696411,0.6600000262260437
48,1.111297845840454,0.8246250152587891,1.126495599746704,0.6575000286102295
49,1.111013650894165,0.8317499756813049,1.0456684827804565,0.6800000071525574
50,1.129096269607544,0.828125,1.0702083110809326,0.6700000166893005
51,1.1249117851257324,0.8247500061988831,1.0523371696472168,0.6524999737739563
52,1.086863398551941,0.840749979019165,1.0576229095458984,0.6575000286102295
53,1.1096291542053223,0.8295000195503235,1.0327342748641968,0.6725000143051147
54,1.091524600982666,0.8343750238418579,1.0154743194580078,0.6800000071525574
55,1.0957231521606445,0.8378750085830688,1.0632086992263794,0.6575000286102295
56,1.0736443996429443,0.8385000228881836,1.0449578762054443,0.6675000190734863
57,1.1078826189041138,0.8338750004768372,1.0226246118545532,0.6850000023841858
58,1.073441982269287,0.8392500281333923,1.0367299318313599,0.6675000190734863
59,1.107279658317566,0.8338750004768372,1.036369800567627,0.6700000166893005
60,1.08089280128479,0.8362500071525574,1.032688856124878,0.6800000071525574
61,1.0731557607650757,0.8398749828338623,1.0429738759994507,0.6600000262260437
62,1.0863959789276123,0.8432499766349792,1.0292081832885742,0.6725000143051147
63,1.0867010354995728,0.8443750143051147,1.0405168533325195,0.6625000238418579
64,1.076853632926941,0.8357499837875366,1.0534018278121948,0.6575000286102295
